Essai;Temps_frame;Temps_sequence;Pixel_par_seconde
0;0.000000;0.000000;inf
1;0.000000;0.000000;inf
2;0.078518;15.625000;978124800.000000
3;0.078518;15.625000;978124800.000000
4;0.157035;31.250000;489062400.000000
5;0.000000;0.000000;inf
6;0.000000;0.000000;inf
7;0.157035;31.250000;489062400.000000
8;0.000000;0.000000;inf
9;0.078518;15.625000;978124800.000000
10;0.000000;0.000000;inf
11;0.000000;0.000000;inf
12;0.000000;0.000000;inf
13;0.078518;15.625000;978124800.000000
14;0.000000;0.000000;inf
15;0.000000;0.000000;inf
16;0.000000;0.000000;inf
17;0.000000;0.000000;inf
18;0.000000;0.000000;inf
19;0.000000;0.000000;inf
20;0.000000;0.000000;inf
21;0.000000;0.000000;inf
22;0.000000;0.000000;inf
23;0.000000;0.000000;inf
24;0.157035;31.250000;489062400.000000
25;0.078518;15.625000;978124800.000000
26;0.078518;15.625000;978124800.000000
27;0.000000;0.000000;inf
28;0.078518;15.625000;978124800.000000
29;0.000000;0.000000;inf
30;0.000000;0.000000;inf
31;0.000000;0.000000;inf
32;0.000000;0.000000;inf
33;0.157035;31.250000;489062400.000000
34;0.000000;0.000000;inf
35;0.000000;0.000000;inf
36;0.000000;0.000000;inf
37;0.235553;46.875000;326041600.000000
38;0.078518;15.625000;978124800.000000
39;0.235553;46.875000;326041600.000000
40;0.000000;0.000000;inf
41;0.000000;0.000000;inf
42;0.000000;0.000000;inf
43;0.000000;0.000000;inf
44;0.000000;0.000000;inf
45;0.078518;15.625000;978124800.000000
46;0.000000;0.000000;inf
47;0.078518;15.625000;978124800.000000
48;0.078518;15.625000;978124800.000000
49;0.000000;0.000000;inf
50;0.000000;0.000000;inf
51;0.000000;0.000000;inf
52;0.000000;0.000000;inf
53;0.078518;15.625000;978124800.000000
54;0.157035;31.250000;489062400.000000
55;0.000000;0.000000;inf
56;0.000000;0.000000;inf
57;0.000000;0.000000;inf
58;0.078518;15.625000;978124800.000000
59;0.078518;15.625000;978124800.000000
60;0.078518;15.625000;978124800.000000
61;0.000000;0.000000;inf
62;0.000000;0.000000;inf
63;0.078518;15.625000;978124800.000000
64;0.000000;0.000000;inf
65;0.078518;15.625000;978124800.000000
66;0.000000;0.000000;inf
67;0.000000;0.000000;inf
68;0.000000;0.000000;inf
69;0.078518;15.625000;978124800.000000
70;0.000000;0.000000;inf
71;0.000000;0.000000;inf
72;0.157035;31.250000;489062400.000000
73;0.000000;0.000000;inf
74;0.000000;0.000000;inf
75;0.000000;0.000000;inf
76;0.000000;0.000000;inf
77;0.157035;31.250000;489062400.000000
78;0.000000;0.000000;inf
79;0.000000;0.000000;inf
80;0.000000;0.000000;inf
81;0.000000;0.000000;inf
82;0.078518;15.625000;978124800.000000
83;0.000000;0.000000;inf
84;0.000000;0.000000;inf
85;0.000000;0.000000;inf
86;0.078518;15.625000;978124800.000000
87;0.000000;0.000000;inf
88;0.000000;0.000000;inf
89;0.000000;0.000000;inf
90;0.000000;0.000000;inf
91;0.078518;15.625000;978124800.000000
92;0.000000;0.000000;inf
93;0.000000;0.000000;inf
94;0.000000;0.000000;inf
95;0.078518;15.625000;978124800.000000
96;0.078518;15.625000;978124800.000000
97;0.078518;15.625000;978124800.000000
