Essai;Temps_frame;Temps_sequence;Pixel_par_seconde
84;0.157035;31.250000;489062400.000000
85;0.078518;15.625000;978124800.000000
86;0.078518;15.625000;978124800.000000
87;0.000000;0.000000;inf
88;0.000000;0.000000;inf
89;0.235553;46.875000;326041600.000000
90;0.157035;31.250000;489062400.000000
91;0.078518;15.625000;978124800.000000
92;0.078518;15.625000;978124800.000000
93;0.000000;0.000000;inf
94;0.078518;15.625000;978124800.000000
95;0.157035;31.250000;489062400.000000
96;0.157035;31.250000;489062400.000000
97;0.078518;15.625000;978124800.000000
98;0.157035;31.250000;489062400.000000
99;0.078518;15.625000;978124800.000000
100;0.157035;31.250000;489062400.000000
101;0.078518;15.625000;978124800.000000
102;0.078518;15.625000;978124800.000000
103;0.078518;15.625000;978124800.000000
104;0.000000;0.000000;inf
105;0.000000;0.000000;inf
106;0.235553;46.875000;326041600.000000
107;0.078518;15.625000;978124800.000000
108;0.157035;31.250000;489062400.000000
109;0.157035;31.250000;489062400.000000
110;0.235553;46.875000;326041600.000000
111;0.157035;31.250000;489062400.000000
112;0.078518;15.625000;978124800.000000
113;0.000000;0.000000;inf
114;0.078518;15.625000;978124800.000000
115;0.314070;62.500000;244531200.000000
116;0.000000;0.000000;inf
117;0.078518;15.625000;978124800.000000
118;0.078518;15.625000;978124800.000000
119;0.078518;15.625000;978124800.000000
120;0.000000;0.000000;inf
121;0.000000;0.000000;inf
122;0.078518;15.625000;978124800.000000
123;0.000000;0.000000;inf
124;0.000000;0.000000;inf
125;0.078518;15.625000;978124800.000000
126;0.000000;0.000000;inf
127;0.000000;0.000000;inf
128;0.157035;31.250000;489062400.000000
129;0.078518;15.625000;978124800.000000
130;0.157035;31.250000;489062400.000000
131;0.000000;0.000000;inf
132;0.078518;15.625000;978124800.000000
133;0.392588;78.125000;195624960.000000
134;0.078518;15.625000;978124800.000000
135;0.078518;15.625000;978124800.000000
136;0.000000;0.000000;inf
137;0.000000;0.000000;inf
138;0.078518;15.625000;978124800.000000
139;0.078518;15.625000;978124800.000000
140;0.157035;31.250000;489062400.000000
141;0.000000;0.000000;inf
142;0.157035;31.250000;489062400.000000
143;0.078518;15.625000;978124800.000000
144;0.000000;0.000000;inf
145;0.000000;0.000000;inf
146;0.235553;46.875000;326041600.000000
147;0.000000;0.000000;inf
148;0.235553;46.875000;326041600.000000
149;0.314070;62.500000;244531200.000000
150;0.000000;0.000000;inf
151;0.078518;15.625000;978124800.000000
152;0.235553;46.875000;326041600.000000
153;0.078518;15.625000;978124800.000000
154;0.078518;15.625000;978124800.000000
155;0.157035;31.250000;489062400.000000
156;0.000000;0.000000;inf
157;0.000000;0.000000;inf
158;0.157035;31.250000;489062400.000000
159;0.000000;0.000000;inf
160;0.078518;15.625000;978124800.000000
161;0.235553;46.875000;326041600.000000
162;0.000000;0.000000;inf
163;0.157035;31.250000;489062400.000000
164;0.000000;0.000000;inf
165;0.000000;0.000000;inf
166;0.157035;31.250000;489062400.000000
167;0.078518;15.625000;978124800.000000
168;0.157035;31.250000;489062400.000000
169;0.157035;31.250000;489062400.000000
170;0.314070;62.500000;244531200.000000
171;0.078518;15.625000;978124800.000000
172;0.000000;0.000000;inf
173;0.000000;0.000000;inf
174;0.078518;15.625000;978124800.000000
175;0.000000;0.000000;inf
176;0.000000;0.000000;inf
177;0.000000;0.000000;inf
178;0.157035;31.250000;489062400.000000
179;0.157035;31.250000;489062400.000000
180;0.078518;15.625000;978124800.000000
181;0.000000;0.000000;inf
182;0.157035;31.250000;489062400.000000
183;0.000000;0.000000;inf
184;0.078518;15.625000;978124800.000000
185;0.078518;15.625000;978124800.000000
186;0.078518;15.625000;978124800.000000
187;0.235553;46.875000;326041600.000000
188;0.000000;0.000000;inf
189;0.078518;15.625000;978124800.000000
190;0.157035;31.250000;489062400.000000
191;0.078518;15.625000;978124800.000000
192;0.078518;15.625000;978124800.000000
193;0.235553;46.875000;326041600.000000
194;0.000000;0.000000;inf
195;0.078518;15.625000;978124800.000000
196;0.078518;15.625000;978124800.000000
197;0.000000;0.000000;inf
198;0.078518;15.625000;978124800.000000
199;0.078518;15.625000;978124800.000000
200;0.078518;15.625000;978124800.000000
201;0.078518;15.625000;978124800.000000
202;0.000000;0.000000;inf
203;0.000000;0.000000;inf
204;0.157035;31.250000;489062400.000000
205;0.000000;0.000000;inf
206;0.078518;15.625000;978124800.000000
207;0.157035;31.250000;489062400.000000
208;0.078518;15.625000;978124800.000000
209;0.000000;0.000000;inf
210;0.000000;0.000000;inf
211;0.078518;15.625000;978124800.000000
212;0.157035;31.250000;489062400.000000
213;0.157035;31.250000;489062400.000000
214;0.157035;31.250000;489062400.000000
215;0.000000;0.000000;inf
216;0.000000;0.000000;inf
217;0.078518;15.625000;978124800.000000
218;0.078518;15.625000;978124800.000000
219;0.314070;62.500000;244531200.000000
220;0.000000;0.000000;inf
221;0.000000;0.000000;inf
222;0.000000;0.000000;inf
223;0.000000;0.000000;inf
224;0.078518;15.625000;978124800.000000
225;0.235553;46.875000;326041600.000000
226;0.157035;31.250000;489062400.000000
227;0.392588;78.125000;195624960.000000
228;0.000000;0.000000;inf
229;0.000000;0.000000;inf
230;0.235553;46.875000;326041600.000000
231;0.078518;15.625000;978124800.000000
232;0.157035;31.250000;489062400.000000
233;0.000000;0.000000;inf
234;0.078518;15.625000;978124800.000000
235;0.157035;31.250000;489062400.000000
236;0.000000;0.000000;inf
237;0.078518;15.625000;978124800.000000
238;0.235553;46.875000;326041600.000000
239;0.000000;0.000000;inf
240;0.078518;15.625000;978124800.000000
241;0.000000;0.000000;inf
