Essai;Temps_frame;Temps_sequence;Pixel_par_seconde
0;0.000000;0.000000;inf
1;0.000000;0.000000;inf
2;0.078518;15.625000;978124800.000000
3;0.000000;0.000000;inf
4;0.078518;15.625000;978124800.000000
5;0.000000;0.000000;inf
6;0.000000;0.000000;inf
7;0.000000;0.000000;inf
8;0.078518;15.625000;978124800.000000
9;0.157035;31.250000;489062400.000000
10;0.000000;0.000000;inf
11;0.000000;0.000000;inf
12;0.000000;0.000000;inf
13;0.000000;0.000000;inf
14;0.000000;0.000000;inf
15;0.000000;0.000000;inf
16;0.078518;15.625000;978124800.000000
17;0.000000;0.000000;inf
18;0.078518;15.625000;978124800.000000
19;0.078518;15.625000;978124800.000000
20;0.078518;15.625000;978124800.000000
21;0.000000;0.000000;inf
22;0.078518;15.625000;978124800.000000
23;0.000000;0.000000;inf
24;0.000000;0.000000;inf
25;0.078518;15.625000;978124800.000000
26;0.000000;0.000000;inf
27;0.000000;0.000000;inf
28;0.000000;0.000000;inf
29;0.078518;15.625000;978124800.000000
30;0.078518;15.625000;978124800.000000
31;0.000000;0.000000;inf
32;0.000000;0.000000;inf
33;0.000000;0.000000;inf
34;0.000000;0.000000;inf
35;0.000000;0.000000;inf
36;0.000000;0.000000;inf
37;0.000000;0.000000;inf
38;0.000000;0.000000;inf
39;0.078518;15.625000;978124800.000000
40;0.000000;0.000000;inf
41;0.078518;15.625000;978124800.000000
42;0.000000;0.000000;inf
43;0.000000;0.000000;inf
44;0.157035;31.250000;489062400.000000
45;0.000000;0.000000;inf
46;0.078518;15.625000;978124800.000000
47;0.000000;0.000000;inf
48;0.000000;0.000000;inf
49;0.000000;0.000000;inf
50;0.000000;0.000000;inf
51;0.000000;0.000000;inf
52;0.000000;0.000000;inf
53;0.157035;31.250000;489062400.000000
54;0.078518;15.625000;978124800.000000
55;0.078518;15.625000;978124800.000000
56;0.000000;0.000000;inf
57;0.000000;0.000000;inf
58;0.000000;0.000000;inf
59;0.000000;0.000000;inf
60;0.000000;0.000000;inf
61;0.157035;31.250000;489062400.000000
62;0.078518;15.625000;978124800.000000
63;0.000000;0.000000;inf
64;0.000000;0.000000;inf
65;0.000000;0.000000;inf
66;0.000000;0.000000;inf
67;0.078518;15.625000;978124800.000000
68;0.000000;0.000000;inf
69;0.000000;0.000000;inf
70;0.000000;0.000000;inf
71;0.000000;0.000000;inf
72;0.078518;15.625000;978124800.000000
73;0.000000;0.000000;inf
74;0.000000;0.000000;inf
75;0.000000;0.000000;inf
76;0.000000;0.000000;inf
77;0.078518;15.625000;978124800.000000
78;0.078518;15.625000;978124800.000000
79;0.000000;0.000000;inf
80;0.078518;15.625000;978124800.000000
81;0.000000;0.000000;inf
82;0.078518;15.625000;978124800.000000
83;0.000000;0.000000;inf
84;0.078518;15.625000;978124800.000000
85;0.000000;0.000000;inf
86;0.000000;0.000000;inf
87;0.000000;0.000000;inf
88;0.000000;0.000000;inf
89;0.000000;0.000000;inf
90;0.000000;0.000000;inf
91;0.000000;0.000000;inf
92;0.157035;31.250000;489062400.000000
93;0.078518;15.625000;978124800.000000
94;0.000000;0.000000;inf
95;0.000000;0.000000;inf
96;0.000000;0.000000;inf
97;0.078518;15.625000;978124800.000000
98;0.000000;0.000000;inf
