Essai;Temps_frame;Pixel_par_seconde
233;0.034111;6.788000;2251502651.738135
234;0.028759;5.723000;2670487506.552233
235;0.049623;9.875000;1547665822.785146
236;0.030638;6.097000;2506675414.138640
237;0.030060;5.982000;2554864593.781373
238;0.031241;6.217000;2458291780.601434
239;0.040528;8.065000;1895003099.813753
240;0.002101;0.418000;36562679425.815315
241;0.034894;6.944000;2200921658.987352
242;0.043769;8.710000;1754672789.896179
243;0.064302;12.796000;1194373241.637574
244;0.019221;3.825000;3995607843.137289
245;0.036492;7.262000;2104544202.699402
246;0.035543;7.073000;2160780432.631371
247;0.054683;10.882000;1404447711.817616
248;0.064503;12.836000;1190651293.237968
249;0.023623;4.701000;3251052967.454762
250;0.030342;6.038000;2531169261.346404
251;0.026558;5.285000;2891807000.945475
252;0.050452;10.040000;1522231075.696867
253;0.041392;8.237000;1855432803.205689
254;0.065940;13.122000;1164700502.972495
255;0.046839;9.321000;1639652397.811331
256;0.035523;7.069000;2162003112.179128
257;0.018608;3.703000;4127248177.152409
258;0.023965;4.769000;3204697001.468991
259;0.026357;5.245000;2913860819.827452
260;0.030020;5.974000;2558285905.591402
261;0.039910;7.942000;1924351548.728844
262;0.050121;9.974000;1532303990.375020
263;0.070296;13.989000;1092515547.930619
264;0.047492;9.451000;1617098719.711917
265;0.022497;4.477000;3413714540.985526
266;0.024397;4.855000;3147929969.104270
267;0.020231;4.026000;3796125186.289878
268;0.038251;7.612000;2007777193.904023
269;0.022905;4.558000;3353049583.150296
270;0.045307;9.016000;1695119787.045770
271;0.047487;9.450000;1617269841.270114
272;0.034930;6.951000;2198705222.269918
273;0.060905;12.120000;1260990099.010511
274;0.052397;10.427000;1465733192.673061
275;0.043709;8.698000;1757093584.732596
276;0.067171;13.367000;1143353033.590098
277;0.048397;9.631000;1586875713.840036
278;0.051121;10.173000;1502329696.254794
279;0.035598;7.084000;2157425183.510828
280;0.022598;4.497000;3398532354.900101
281;0.025477;5.070000;3014437869.821484
282;0.036241;7.212000;2119134775.373725
283;0.035447;7.054000;2166600510.348975
284;0.046829;9.319000;1640004292.306340
285;0.037693;7.501000;2037488334.889531
286;0.035442;7.053000;2166907698.850196
287;0.043683;8.693000;1758104221.787273
288;0.014588;2.903000;5264622803.997699
289;0.041156;8.190000;1866080586.080604
290;0.054985;10.942000;1396746481.447689
291;0.034794;6.924000;2207279029.463114
292;0.007523;1.497000;10209218436.873192
293;0.047930;9.538000;1602348500.733899
294;0.013613;2.709000;5641638981.169553
295;0.021980;4.374000;3494101508.914648
296;0.046487;9.251000;1652059236.839120
297;0.137714;27.405000;557679255.610319
298;0.059593;11.859000;1288742727.043011
299;0.035372;7.039000;2171217502.486075
